move,win,draw,lose,centipawns,moves_to_force_mate,best_line_1_move,best_line_1_centipawns,best_line_1_moves_to_force_mate,best_line_2_move,best_line_2_centipawns,best_line_2_moves_to_force_mate,best_line_3_move,best_line_3_centipawns,best_line_3_moves_to_force_mate,game_id,move_number
f1e1,1.0,0.0,0.0,-837.0,,c1g5,-707.0,,h2g4,-776.0,,f1e1,-792.0,,1000,26
c8h3,0.0,0.0,1.0,-837.0,,c8h3,-802.0,,h7h6,-768.0,,d6e5,-723.0,,1000,27
c1g5,1.0,0.0,0.0,-824.0,,c1g5,-773.0,,d1e2,-814.0,,a3a4,-853.0,,1000,28
e4e3,0.0,0.0,1.0,-676.0,,b8d7,-833.0,,e4e3,-799.0,,d6e7,-438.0,,1000,29
g5e3,1.0,0.0,0.0,-869.0,,g5f6,-730.0,,e1e3,-800.0,,g5e3,-877.0,,1000,30
f6e4,0.0,0.0,1.0,-518.0,,f8e8,-874.0,,b8d7,-874.0,,c4a6,-807.0,,1000,31
c3e4,1.0,0.0,0.0,-823.0,,e3d4,-572.0,,d1h5,-646.0,,a1c1,-662.0,,1000,32
c4e4,0.0,0.0,1.0,-769.0,,c4e4,-844.0,,d6b4,237.0,,d6e7,327.0,,1000,33
e3c5,1.0,0.0,0.0,,-1.0,d1f3,-715.0,,h2f3,-747.0,,f2f3,-1015.0,,1000,34
e4g2,,,,,0.0,e4g2,,-1.0,e4g6,-690.0,,e4e1,32.0,,1000,35
e2e4,0.02,0.9,0.08,33.0,,e2e4,44.0,,d2d4,33.0,,g1f3,24.0,,1001,0
e7e5,0.088,0.894,0.018,38.0,,c7c5,32.0,,e7e5,43.0,,e7e6,52.0,,1001,1
g1f3,0.02,0.9,0.08,33.0,,g1f3,41.0,,f1e2,6.0,,b1c3,0.0,,1001,2
d8f6,0.719,0.28,0.001,188.0,,b8c6,58.0,,g8f6,76.0,,d7d6,78.0,,1001,3
f1c4,0.002,0.56,0.438,133.0,,b1c3,205.0,,f1e2,143.0,,c2c3,140.0,,1001,4
f8c5,0.38,0.617,0.003,122.0,,f8c5,143.0,,d7d6,151.0,,b8c6,186.0,,1001,5
e1g1,0.001,0.475,0.524,147.0,,e1g1,166.0,,b1c3,161.0,,c2c3,143.0,,1001,6
g8e7,0.601,0.398,0.001,160.0,,b8c6,127.0,,d7d6,149.0,,g8e7,163.0,,1001,7
c2c3,0.001,0.334,0.665,171.0,,b1c3,159.0,,c2c3,127.0,,d2d4,104.0,,1001,8
e8g8,0.999,0.001,0.0,447.0,,b8c6,156.0,,d7d5,189.0,,d7d6,207.0,,1001,9
f3e5,0.007,0.824,0.169,71.0,,d2d4,448.0,,b2b4,135.0,,d2d3,131.0,,1001,10
f6e5,0.2,0.794,0.006,80.0,,f6e5,64.0,,d7d5,272.0,,c5f2,336.0,,1001,11
d2d4,0.005,0.792,0.203,80.0,,d2d4,96.0,,d1e2,-279.0,,d2d3,-328.0,,1001,12
c5d4,0.223,0.772,0.005,85.0,,e5e4,50.0,,c5d4,133.0,,e5d6,178.0,,1001,13
c3d4,0.005,0.782,0.213,82.0,,d1d4,104.0,,c3d4,104.0,,b1d2,-586.0,,1001,14
e5e4,0.517,0.482,0.001,138.0,,e5e4,151.0,,e5a5,291.0,,e5f6,300.0,,1001,15
b1c3,0.001,0.377,0.622,155.0,,f1e1,162.0,,b1c3,139.0,,c1g5,104.0,,1001,16
e4g6,0.641,0.358,0.001,158.0,,e4c6,128.0,,e4h4,156.0,,e4f5,160.0,,1001,17
c4d3,0.0,0.225,0.775,183.0,,c4d3,144.0,,f1e1,126.0,,c1f4,56.0,,1001,18
e7f5,1.0,0.0,0.0,626.0,,g6f6,152.0,,f7f5,282.0,,g6d6,349.0,,1001,19
c3d5,0.0,0.004,0.996,354.0,,g2g4,708.0,,d4d5,423.0,,f1e1,345.0,,1001,20
d7d6,1.0,0.0,0.0,807.0,,b8c6,266.0,,g6d6,408.0,,g8h8,784.0,,1001,21
d3f5,0.0,0.0,1.0,807.0,,d3f5,837.0,,d5c7,692.0,,d5e7,561.0,,1001,22
c8f5,1.0,0.0,0.0,797.0,,c8f5,813.0,,g6f5,884.0,,c8e6,1205.0,,1001,23
d5e7,0.0,0.0,1.0,800.0,,d5e7,814.0,,d5c7,298.0,,b2b4,266.0,,1001,24
g8h8,1.0,0.0,0.0,799.0,,g8h8,807.0,,g8h8,807.0,,g8h8,807.0,,1001,25
e7g6,0.0,0.0,1.0,792.0,,e7g6,807.0,,d1f3,689.0,,f1e1,356.0,,1001,26
f7g6,1.0,0.0,0.0,823.0,,h7g6,792.0,,f5g6,807.0,,f7g6,812.0,,1001,27
d1b3,0.0,0.0,1.0,827.0,,f2f3,812.0,,c1g5,807.0,,d1b3,806.0,,1001,28
b7b6,1.0,0.0,0.0,860.0,,b8c6,815.0,,a7a5,815.0,,b8d7,829.0,,1001,29
b3d5,0.0,0.0,1.0,784.0,,b3c3,863.0,,f1e1,830.0,,f2f3,812.0,,1001,30
b8d7,1.0,0.0,0.0,807.0,,b8d7,792.0,,c7c6,849.0,,b8a6,876.0,,1001,31
c1g5,0.0,0.0,1.0,789.0,,f2f3,807.0,,f1e1,800.0,,d5b7,798.0,,1001,32
h7h6,1.0,0.0,0.0,783.0,,d7f6,783.0,,a8c8,790.0,,h7h6,791.0,,1001,33
g5h4,0.0,0.0,1.0,725.0,,g5e7,784.0,,g5d2,783.0,,g5e3,776.0,,1001,34
g6g5,1.0,0.0,0.0,800.0,,d7f6,715.0,,a8c8,761.0,,f8e8,769.0,,1001,35
h4g3,0.0,0.0,1.0,799.0,,h4g3,807.0,,h4g5,723.0,,f1c1,708.0,,1001,36
d7f6,1.0,0.0,0.0,883.0,,a8c8,805.0,,a8e8,806.0,,a8d8,815.0,,1001,37
d5c6,0.0,0.0,1.0,733.0,,d5f5,905.0,,d5c4,746.0,,d5b7,746.0,,1001,38
h6h5,1.0,0.0,0.0,767.0,,a8c8,753.0,,f6e4,753.0,,f6h5,768.0,,1001,39
h2h3,0.0,0.0,1.0,752.0,,f2f3,784.0,,c6c7,769.0,,h2h3,761.0,,1001,40
h5h4,1.0,0.0,0.0,746.0,,h5h4,768.0,,a8c8,768.0,,f5d3,815.0,,1001,41
g3h2,0.0,0.0,1.0,743.0,,g3h2,761.0,,c6b5,707.0,,g3h4,686.0,,1001,42
g5g4,1.0,0.0,0.0,761.0,,g5g4,768.0,,a8c8,800.0,,a8d8,841.0,,1001,43
h3g4,0.0,0.0,1.0,761.0,,h3g4,783.0,,c6b5,753.0,,f1e1,743.0,,1001,44
f5g4,1.0,0.0,0.0,857.0,,f6g4,783.0,,f5g4,872.0,,f5d3,875.0,,1001,45
c6c7,0.0,0.0,1.0,844.0,,f2f3,884.0,,c6c7,861.0,,f1e1,815.0,,1001,46
f6e8,1.0,0.0,0.0,915.0,,h4h3,846.0,,h8g8,861.0,,g4e6,861.0,,1001,47
c7b7,0.0,0.0,1.0,912.0,,c7c6,905.0,,c7b7,905.0,,c7c1,898.0,,1001,48
e8f6,1.0,0.0,0.0,894.0,,e8f6,913.0,,a8c8,915.0,,a8d8,945.0,,1001,49
h2d6,0.0,0.0,1.0,913.0,,h2d6,923.0,,f2f3,892.0,,f1e1,879.0,,1001,50
f6e4,1.0,0.0,0.0,1276.0,,f8e8,923.0,,f8c8,925.0,,f8d8,930.0,,1001,51
d6f8,0.0,0.0,1.0,1233.0,,b7e4,1272.0,,d6f8,1215.0,,d6e5,968.0,,1001,52
a8f8,1.0,0.0,0.0,1243.0,,a8f8,1261.0,,g4d7,2044.0,,h4h3,,1.0,1001,53
b7e4,0.0,0.0,1.0,1271.0,,b7e4,1269.0,,b7e7,1215.0,,b7a7,1002.0,,1001,54
g4d7,1.0,0.0,0.0,1453.0,,g4f5,1273.0,,g4c8,1323.0,,g4f3,1439.0,,1001,55
e4h4,0.0,0.0,1.0,1250.0,,e4e7,1476.0,,e4h4,1276.0,,d4d5,1261.0,,1001,56
h8g8,1.0,0.0,0.0,1261.0,,h8g8,1276.0,,h8g8,1276.0,,h8g8,1276.0,,1001,57
f1e1,0.0,0.0,1.0,1330.0,,h4e4,1286.0,,f1d1,1271.0,,d4d5,1269.0,,1001,58
a7a5,1.0,0.0,0.0,1361.0,,a7a6,1353.0,,a7a5,1415.0,,d7c6,1415.0,,1001,59
e1e7,0.0,0.0,1.0,1487.0,,h4g5,1646.0,,h4e4,1461.0,,h4e7,1408.0,,1001,60
d7e6,1.0,0.0,0.0,5970.0,,d7e8,2146.0,,d7e6,6761.0,,f8f7,,14.0,1001,61
e7e6,0.0,0.0,1.0,6497.0,,e7e6,,10.0,h4g5,1537.0,,h4g3,1484.0,,1001,62
f8f7,1.0,0.0,0.0,,7.0,b6b5,,8.0,a5a4,,8.0,f8f7,,7.0,1001,63
e6e8,0.0,0.0,1.0,,6.0,a1e1,,6.0,e6e8,,7.0,h4d8,,10.0,1001,64
f7f8,1.0,0.0,0.0,,6.0,f7f8,,6.0,f7f8,,6.0,f7f8,,6.0,1001,65
e8f8,0.0,0.0,1.0,,4.0,h4h5,,6.0,h4e7,,6.0,a1e1,,7.0,1001,66
g8f8,1.0,0.0,0.0,,4.0,g8f8,,5.0,g8f8,,5.0,g8f8,,5.0,1001,67
a1e1,0.0,0.0,1.0,,4.0,h4g5,,5.0,a1e1,,5.0,h4d8,,6.0,1001,68
b6b5,1.0,0.0,0.0,,3.0,f8f7,,4.0,b6b5,,3.0,a5a4,,3.0,1001,69
h4f4,0.0,0.0,1.0,,3.0,h4h5,,3.0,h4e7,,4.0,h4g4,,4.0,1001,70
f8g8,1.0,0.0,0.0,,3.0,f8g8,,3.0,f8g8,,3.0,f8g8,,3.0,1001,71
e1e8,0.0,0.0,1.0,,3.0,f4f5,,3.0,e1e7,,3.0,f4e4,,3.0,1001,72
g8h7,1.0,0.0,0.0,,3.0,g8h7,,3.0,g8h7,,3.0,g8h7,,3.0,1001,73
f4f5,0.0,0.0,1.0,,2.0,f4g5,,3.0,f4e4,,4.0,f4g4,,4.0,1001,74
h7h6,1.0,0.0,0.0,,1.0,g7g6,,2.0,h7h6,,1.0,h7h6,,1.0,1001,75
e8h8,,,,,0.0,e8h8,,1.0,e8e6,,2.0,g2g4,,3.0,1001,76
e2e4,0.02,0.9,0.08,33.0,,e2e4,44.0,,d2d4,33.0,,g1f3,24.0,,1002,0
e7e5,0.088,0.894,0.018,38.0,,c7c5,32.0,,e7e5,43.0,,e7e6,52.0,,1002,1
d1h5,0.114,0.873,0.013,-51.0,,g1f3,41.0,,f1e2,6.0,,b1c3,0.0,,1002,2
b8c6,0.014,0.88,0.106,-48.0,,b8c6,-65.0,,g8f6,-57.0,,d7d6,-28.0,,1002,3
f1c4,0.092,0.892,0.016,-41.0,,f1c4,-36.0,,h5e2,-122.0,,d2d3,-123.0,,1002,4
g7g6,0.026,0.917,0.057,-18.0,,g7g6,-34.0,,d8e7,-9.0,,d8f6,29.0,,1002,5
h5f3,0.073,0.907,0.02,-30.0,,h5f3,-41.0,,h5d1,-59.0,,h5e2,-93.0,,1002,6
g8f6,0.02,0.907,0.073,-30.0,,g8f6,-46.0,,f7f5,-15.0,,d8e7,-13.0,,1002,7
d2d3,0.403,0.595,0.002,-124.0,,g1e2,-43.0,,d2d3,-127.0,,c2c3,-128.0,,1002,8
d7d6,0.008,0.84,0.152,-66.0,,c6d4,-116.0,,b7b5,-85.0,,d7d6,-65.0,,1002,9
c1g5,0.231,0.764,0.005,-88.0,,a2a4,-64.0,,g1e2,-65.0,,b1c3,-73.0,,1002,10
f8e7,0.008,0.848,0.144,-63.0,,f8g7,-95.0,,f8e7,-46.0,,c6d4,398.0,,1002,11
b1c3,0.284,0.712,0.004,-99.0,,g1e2,-36.0,,c4b5,-64.0,,g5e3,-87.0,,1002,12
c6d4,0.005,0.782,0.213,-83.0,,c6d4,-87.0,,c6a5,-8.0,,c8g4,-2.0,,1002,13
f3d1,0.256,0.74,0.004,-92.0,,f3d1,-83.0,,f3g3,-707.0,,c4f7,-772.0,,1002,14
c8g4,0.026,0.927,0.047,-12.0,,h7h6,-75.0,,c7c6,-74.0,,d8d7,-50.0,,1002,15
f2f3,0.063,0.918,0.019,-25.0,,c3e2,-25.0,,f2f3,-29.0,,d1d2,-29.0,,1002,16
g4d7,0.04,0.93,0.03,6.0,,g4e6,-28.0,,g4d7,-4.0,,g4c8,34.0,,1002,17
g1e2,0.029,0.931,0.04,6.0,,g1e2,0.0,,a2a3,-20.0,,a2a4,-26.0,,1002,18
c7c5,0.102,0.887,0.011,47.0,,f6h5,8.0,,e8g8,22.0,,d6d5,23.0,,1002,19
e1g1,0.013,0.904,0.083,37.0,,g5h6,59.0,,a2a4,57.0,,e1g1,49.0,,1002,20
h7h6,0.275,0.722,0.003,94.0,,e8g8,45.0,,h7h6,76.0,,f6h5,96.0,,1002,21
g5h4,0.018,0.923,0.059,24.0,,g5c1,94.0,,g5f6,63.0,,g5h4,21.0,,1002,22
a7a6,0.231,0.765,0.004,84.0,,e8g8,19.0,,a8c8,57.0,,a8b8,60.0,,1002,23
c3d5,1.0,0.0,0.0,-729.0,,a2a4,81.0,,h4f6,49.0,,e2d4,21.0,,1002,24
b7b5,0.169,0.826,0.005,69.0,,f6d5,-715.0,,d4e2,-541.0,,g6g5,98.0,,1002,25
c4b3,1.0,0.0,0.0,-556.0,,h4f6,64.0,,e2d4,61.0,,d5e7,55.0,,1002,26
f6d5,0.0,0.0,1.0,-532.0,,f6d5,-528.0,,d4e2,-451.0,,e8g8,58.0,,1002,27
b3d5,1.0,0.0,0.0,-584.0,,b3d5,-534.0,,h4e7,-606.0,,e2d4,-700.0,,1002,28
a8b8,0.155,0.84,0.005,64.0,,e7h4,-565.0,,d4e2,-449.0,,a8c8,28.0,,1002,29
c2c3,1.0,0.0,0.0,-643.0,,h4g3,74.0,,h4e7,72.0,,e2d4,43.0,,1002,30
d4e2,0.0,0.0,1.0,-540.0,,d4e2,-576.0,,e7h4,-160.0,,e8g8,49.0,,1002,31
d1e2,1.0,0.0,0.0,-530.0,,d1e2,-586.0,,g1h1,-869.0,,g1f2,-992.0,,1002,32
e7h4,0.0,0.0,1.0,-591.0,,e7h4,-601.0,,e8g8,54.0,,e7g5,60.0,,1002,33
g2g3,1.0,0.0,0.0,-584.0,,f3f4,-522.0,,a2a4,-597.0,,g2g3,-603.0,,1002,34
h4f6,0.0,0.0,1.0,-555.0,,h4f6,-584.0,,h4g5,-529.0,,h4e7,-517.0,,1002,35
d3d4,1.0,0.0,0.0,-825.0,,f3f4,-574.0,,a2a4,-641.0,,f1f2,-661.0,,1002,36
c5d4,0.0,0.0,1.0,-723.0,,e5d4,-799.0,,c5d4,-792.0,,e8g8,-738.0,,1002,37
c3c4,1.0,0.0,0.0,-895.0,,f3f4,-769.0,,c3d4,-791.0,,a1d1,-792.0,,1002,38
b5c4,0.0,0.0,1.0,-902.0,,e8g8,-907.0,,b5c4,-889.0,,d8b6,-876.0,,1002,39
e2c4,1.0,0.0,0.0,-876.0,,f3f4,-910.0,,d5c4,-923.0,,h2h4,-938.0,,1002,40
b8c8,0.0,0.0,1.0,-852.0,,d7b5,-876.0,,e8g8,-874.0,,b8c8,-839.0,,1002,41
c4a6,1.0,0.0,0.0,-846.0,,c4a6,-845.0,,d5f7,-853.0,,c4b3,-906.0,,1002,42
e8g8,0.0,0.0,1.0,-860.0,,e8g8,-846.0,,d8e7,-779.0,,h6h5,-770.0,,1002,43
a1c1,1.0,0.0,0.0,-835.0,,a1c1,-852.0,,f3f4,-859.0,,a6d6,-869.0,,1002,44
c8c1,0.0,0.0,1.0,-805.0,,c8c1,-884.0,,f6g5,-883.0,,d7h3,-862.0,,1002,45
f1c1,1.0,0.0,0.0,-867.0,,f1c1,-880.0,,d5f7,-1125.0,,a6e2,-1246.0,,1002,46
d8e7,0.0,0.0,1.0,-511.0,,f6g5,-901.0,,d8b8,-853.0,,d7h3,-836.0,,1002,47
f3f4,1.0,0.0,0.0,-807.0,,c1c7,-553.0,,a6b7,-669.0,,a6a7,-718.0,,1002,48
e5f4,0.0,0.0,1.0,-839.0,,e5f4,-855.0,,d7e6,-828.0,,d7h3,-784.0,,1002,49
g3f4,1.0,0.0,0.0,-827.0,,g3f4,-855.0,,a6d3,-886.0,,c1c7,-892.0,,1002,50
f6h4,0.0,0.0,1.0,-658.0,,d7e6,-855.0,,d4d3,-753.0,,d7g4,-745.0,,1002,51
e4e5,1.0,0.0,0.0,-961.0,,c1c7,-517.0,,a6d3,-738.0,,a6b7,-750.0,,1002,52
g8g7,0.0,0.0,1.0,-728.0,,d7e6,-915.0,,d7f5,-869.0,,d7g4,-782.0,,1002,53
c1d1,1.0,0.0,0.0,-980.0,,a6d6,-715.0,,a6a3,-845.0,,a6e2,-907.0,,1002,54
d7e6,0.0,0.0,1.0,-867.0,,h4f2,-953.0,,d7g4,-952.0,,d6e5,-936.0,,1002,55
a6a5,1.0,0.0,0.0,-930.0,,a6c6,-876.0,,d5e6,-886.0,,a6d6,-896.0,,1002,56
e7c7,1.0,0.0,0.0,609.0,,h4f2,-977.0,,e6f5,-937.0,,g7h7,-928.0,,1002,57
d5e6,1.0,0.0,0.0,-1218.0,,a5c7,592.0,,a5b4,-937.0,,a5d2,-973.0,,1002,58
f7e6,1.0,0.0,0.0,799.0,,c7a5,-1230.0,,h4f2,-851.0,,c7c2,-570.0,,1002,59
a5a3,1.0,0.0,0.0,-1050.0,,a5c7,776.0,,a5d2,-938.0,,a5a3,-972.0,,1002,60
f8f4,0.0,0.0,1.0,-1149.0,,d6e5,-1066.0,,f8f4,-1046.0,,d4d3,-891.0,,1002,61
e5d6,1.0,0.0,0.0,-6794.0,,d1f1,-1115.0,,a3a6,-1138.0,,h2h3,-1246.0,,1002,62
c7d6,1.0,0.0,0.0,692.0,,h4f2,-6200.0,,c7b7,-1120.0,,c7b6,-1111.0,,1002,63
a3d6,0.0,0.0,1.0,761.0,,a3d6,730.0,,d1f1,-1012.0,,a3a8,-1192.0,,1002,64
g7f6,1.0,0.0,0.0,6977.0,,h4g5,730.0,,f4f7,744.0,,f4f8,764.0,,1002,65
d6f4,0.0,0.0,1.0,,8.0,d6f4,,8.0,g1h1,807.0,,b2b4,776.0,,1002,66
f6g7,1.0,0.0,0.0,,8.0,f6e7,,7.0,f6g7,,5.0,f6g7,,5.0,1002,67
d1d4,0.0,0.0,1.0,,4.0,d1f1,,5.0,d1d4,,5.0,f4d4,,8.0,1002,68
e2e4,0.02,0.9,0.08,33.0,,e2e4,44.0,,d2d4,33.0,,g1f3,24.0,,1003,0
e7e5,0.088,0.894,0.018,38.0,,c7c5,32.0,,e7e5,43.0,,e7e6,52.0,,1003,1
g1f3,0.02,0.9,0.08,33.0,,g1f3,41.0,,f1e2,6.0,,b1c3,0.0,,1003,2
d7d6,0.154,0.837,0.009,67.0,,b8c6,58.0,,g8f6,76.0,,d7d6,78.0,,1003,3
d2d4,0.006,0.781,0.213,85.0,,d2d4,71.0,,f1c4,44.0,,b1c3,41.0,,1003,4
b8c6,0.37,0.627,0.003,120.0,,g8f6,70.0,,e5d4,82.0,,b8d7,95.0,,1003,5
d4e5,0.007,0.801,0.192,79.0,,d4d5,112.0,,d4e5,75.0,,f1b5,72.0,,1003,6
c6e5,0.153,0.838,0.009,66.0,,d6e5,52.0,,c6e5,58.0,,c8g4,115.0,,1003,7
f3e5,0.01,0.855,0.135,60.0,,f3e5,64.0,,b1c3,63.0,,c1e3,58.0,,1003,8
d6e5,0.129,0.861,0.01,58.0,,d6e5,66.0,,g8f6,866.0,,f7f5,869.0,,1003,9
d1d8,0.011,0.872,0.117,53.0,,d1d8,62.0,,b1d2,30.0,,f1b5,25.0,,1003,10
e8d8,0.183,0.811,0.006,75.0,,e8d8,69.0,,e8d8,69.0,,e8d8,69.0,,1003,11
f1c4,0.006,0.814,0.18,74.0,,f1c4,67.0,,f2f3,52.0,,c1e3,47.0,,1003,12
e2e4,0.02,0.9,0.08,33.0,,e2e4,44.0,,d2d4,33.0,,g1f3,24.0,,1004,0
g8f6,0.191,0.801,0.008,80.0,,c7c5,32.0,,e7e5,43.0,,e7e6,52.0,,1004,1
b1c3,0.027,0.913,0.06,19.0,,e4e5,109.0,,b1c3,19.0,,d2d3,-10.0,,1004,2
b8c6,0.267,0.728,0.005,99.0,,e7e5,17.0,,d7d5,51.0,,e7e6,63.0,,1004,3
d2d4,0.006,0.767,0.227,89.0,,d2d4,116.0,,g1f3,34.0,,f1b5,0.0,,1004,4
d7d6,0.277,0.719,0.004,100.0,,e7e6,95.0,,d7d6,103.0,,d7d5,137.0,,1004,5
h2h3,0.007,0.812,0.181,75.0,,d4d5,108.0,,g1e2,86.0,,h2h3,75.0,,1004,6
a7a6,0.556,0.443,0.001,152.0,,e7e5,66.0,,e7e6,72.0,,g7g6,81.0,,1004,7
c1g5,0.011,0.871,0.118,53.0,,d4d5,142.0,,g2g4,113.0,,g1f3,93.0,,1004,8
f6d7,0.628,0.371,0.001,163.0,,e7e6,63.0,,b7b5,64.0,,h7h6,64.0,,1004,9
a2a3,0.002,0.568,0.43,127.0,,d4d5,191.0,,f2f4,144.0,,d1d2,131.0,,1004,10
h7h6,0.412,0.586,0.002,124.0,,h7h6,131.0,,b7b5,136.0,,g7g6,152.0,,1004,11
g5h4,0.033,0.928,0.039,3.0,,g5e3,125.0,,g5c1,46.0,,g5h4,6.0,,1004,12
g7g5,0.068,0.914,0.018,28.0,,g7g5,40.0,,d7b6,109.0,,c6d4,134.0,,1004,13
h4g3,0.018,0.913,0.069,28.0,,h4g3,9.0,,d4d5,-188.0,,e4e5,-281.0,,1004,14
d7f6,0.56,0.439,0.001,146.0,,f8g7,-3.0,,e7e6,30.0,,e7e5,74.0,,1004,15
f1e2,0.004,0.73,0.266,94.0,,e4e5,205.0,,h3h4,139.0,,g1f3,111.0,,1004,16
h6h5,0.856,0.144,0.0,206.0,,f8g7,93.0,,e7e5,95.0,,e7e6,110.0,,1004,17
e4e5,0.0,0.127,0.873,211.0,,g1f3,245.0,,e4e5,223.0,,d4d5,146.0,,1004,18
f6d7,0.978,0.022,0.0,285.0,,d6e5,201.0,,h5h4,214.0,,f6h7,274.0,,1004,19
f2f4,0.007,0.852,0.141,61.0,,e5e6,384.0,,g1f3,299.0,,e2h5,199.0,,1004,20
h5h4,0.915,0.085,0.0,225.0,,g5f4,61.0,,e7e6,230.0,,h5h4,236.0,,1004,21
g3h2,0.0,0.115,0.885,210.0,,g3h2,217.0,,g3f2,159.0,,e5e6,44.0,,1004,22
d6e5,0.999,0.001,0.0,384.0,,e7e6,248.0,,g5f4,296.0,,f8g7,325.0,,1004,23
f4e5,0.0,0.001,0.999,396.0,,f4e5,368.0,,d4d5,306.0,,d4e5,138.0,,1004,24
d7b6,1.0,0.0,0.0,469.0,,f8h6,356.0,,e7e6,371.0,,f8g7,400.0,,1004,25
g1f3,0.0,0.075,0.925,223.0,,d4d5,454.0,,g1f3,241.0,,e2f3,-19.0,,1004,26
g5g4,0.936,0.064,0.0,228.0,,g5g4,214.0,,b6d5,229.0,,c8e6,263.0,,1004,27
h3g4,0.0,0.089,0.911,214.0,,d4d5,262.0,,h3g4,246.0,,f3g5,0.0,,1004,28
c8g4,1.0,0.0,0.0,497.0,,b6d5,212.0,,c8e6,302.0,,h4h3,398.0,,1004,29
h2g1,0.011,0.907,0.082,38.0,,d4d5,456.0,,f3g5,148.0,,h2g3,62.0,,1004,30
b6d5,0.196,0.8,0.004,75.0,,b6d5,45.0,,e7e6,50.0,,d8d7,75.0,,1004,31
h1h4,0.012,0.918,0.07,32.0,,d1d3,77.0,,e2c4,28.0,,h1h4,21.0,,1004,32
h8h4,0.065,0.922,0.013,29.0,,h8h4,37.0,,d5c3,44.0,,h8g8,122.0,,1004,33
f3h4,0.019,0.935,0.046,16.0,,f3h4,36.0,,e5e6,-601.0,,c3d5,-730.0,,1004,34
g4e2,0.565,0.434,0.001,133.0,,d5c3,13.0,,g4e2,120.0,,e7e6,330.0,,1004,35
c3e2,0.001,0.522,0.477,120.0,,c3e2,119.0,,e1e2,33.0,,d1e2,26.0,,1004,36
e7e6,0.841,0.159,0.0,181.0,,d8d7,129.0,,d5b6,142.0,,e7e6,167.0,,1004,37
g2g3,0.004,0.833,0.163,65.0,,h4f3,177.0,,g2g3,81.0,,g1f2,75.0,,1004,38
d8g5,0.248,0.749,0.003,84.0,,d8g5,81.0,,f8h6,89.0,,d8e7,92.0,,1004,39
