move,win,draw,lose,centipawns,moves_to_force_mate,best_line_1_move,best_line_1_centipawns,best_line_1_moves_to_force_mate,best_line_2_move,best_line_2_centipawns,best_line_2_moves_to_force_mate,best_line_3_move,best_line_3_centipawns,best_line_3_moves_to_force_mate,game_id,move_number
e2e4,0.02,0.9,0.08,33.0,,e2e4,44.0,,d2d4,33.0,,g1f3,24.0,,0,0
e7e6,0.093,0.89,0.017,41.0,,c7c5,32.0,,e7e5,43.0,,e7e6,52.0,,0,1
d2d4,0.014,0.878,0.108,49.0,,d2d4,27.0,,b1c3,27.0,,g1f3,15.0,,0,2
b7b6,0.275,0.721,0.004,101.0,,d7d5,57.0,,a7a6,76.0,,h7h6,107.0,,0,3
a2a3,0.008,0.826,0.166,71.0,,g1f3,105.0,,f1d3,101.0,,c2c3,100.0,,0,4
c8b7,0.254,0.741,0.005,95.0,,c8b7,75.0,,d7d5,81.0,,d7d6,102.0,,0,5
b1c3,0.004,0.706,0.29,103.0,,b1c3,69.0,,f1d3,69.0,,b1d2,61.0,,0,6
g8h6,0.821,0.179,0.0,209.0,,g8f6,81.0,,d7d5,88.0,,f8e7,100.0,,0,7
c1h6,0.001,0.331,0.668,172.0,,g1f3,199.0,,f1d3,198.0,,d4d5,192.0,,0,8
g7h6,0.748,0.251,0.001,187.0,,g7h6,197.0,,d7d5,700.0,,c7c5,922.0,,0,9
f1e2,0.004,0.722,0.274,98.0,,d1d2,176.0,,g1e2,176.0,,f2f4,169.0,,0,10
d8g5,0.496,0.503,0.001,138.0,,f8g7,72.0,,d8f6,114.0,,d7d6,138.0,,0,11
e2g4,0.011,0.881,0.108,49.0,,g1f3,170.0,,g2g3,144.0,,d1d3,116.0,,0,12
h6h5,0.155,0.838,0.007,66.0,,g5g6,44.0,,b8c6,51.0,,h6h5,94.0,,0,13
g1f3,1.0,0.0,0.0,-712.0,,g4f3,72.0,,g4h3,68.0,,g4h5,24.0,,0,14
g5g6,0.376,0.622,0.002,115.0,,g5g4,-731.0,,g5h6,62.0,,g5f6,149.0,,0,15
f3h4,1.0,0.0,0.0,-806.0,,f3e5,123.0,,g4h3,57.0,,g4f5,-495.0,,0,16
g6g5,0.0,0.0,1.0,-457.0,,g6g4,-758.0,,g6f6,-444.0,,g6g5,-425.0,,0,17
g4h5,0.999,0.001,0.0,-435.0,,g4h5,-324.0,,g4e2,-519.0,,g4f3,-530.0,,0,18
g5h4,0.0,0.001,0.999,-434.0,,g5h4,-379.0,,c7c5,0.0,,b8c6,150.0,,0,19
d1f3,1.0,0.0,0.0,-446.0,,d1f3,-387.0,,g2g3,-423.0,,e1g1,-463.0,,0,20
e8d8,0.0,0.009,0.991,-317.0,,h4e7,-424.0,,e8d8,-303.0,,f8h6,-274.0,,0,21
f3f7,0.991,0.009,0.0,-315.0,,f3f7,-279.0,,g2g3,-353.0,,e1c1,-374.0,,0,22
b8c6,1.0,0.0,0.0,,1.0,f8h6,-331.0,,h4e7,-312.0,,f8e7,-281.0,,0,23
f7e8,,,,,0.0,f7e8,,1.0,d4d5,62.0,,a1d1,-330.0,,0,24
d2d4,0.019,0.896,0.085,36.0,,e2e4,44.0,,d2d4,33.0,,g1f3,24.0,,1,0
d7d5,0.101,0.883,0.016,45.0,,d7d5,45.0,,g8f6,45.0,,e7e6,46.0,,1,1
g1f3,0.021,0.902,0.077,31.0,,c2c4,47.0,,g1f3,38.0,,e2e3,17.0,,1,2
g8f6,0.103,0.882,0.015,46.0,,g8f6,37.0,,e7e6,37.0,,c7c6,49.0,,1,3
e2e3,0.026,0.915,0.059,19.0,,c2c4,30.0,,e2e3,6.0,,c1f4,0.0,,1,4
c8f5,0.071,0.908,0.021,28.0,,c7c5,-1.0,,b7b6,13.0,,e7e6,17.0,,1,5
f3h4,0.051,0.92,0.029,-12.0,,c2c4,45.0,,f1d3,18.0,,f1e2,-2.0,,1,6
f5g6,0.125,0.864,0.011,56.0,,f5g4,-11.0,,f5d7,13.0,,f5c8,13.0,,1,7
h4g6,0.009,0.839,0.152,66.0,,c2c4,58.0,,h4g6,39.0,,f1e2,5.0,,1,8
h7g6,0.129,0.861,0.01,58.0,,h7g6,44.0,,f7g6,212.0,,b8c6,953.0,,1,9
b1d2,0.015,0.898,0.087,38.0,,c2c4,48.0,,a2a3,33.0,,b1d2,20.0,,1,10
e7e6,0.091,0.895,0.014,41.0,,b8d7,16.0,,c7c6,33.0,,b8c6,44.0,,1,11
f1d3,0.117,0.873,0.01,-53.0,,g2g3,53.0,,c2c3,40.0,,c2c4,13.0,,1,12
f8d6,0.067,0.914,0.019,27.0,,c7c5,-48.0,,f8e7,-3.0,,c7c6,-3.0,,1,13
e3e4,0.02,0.918,0.062,24.0,,e3e4,28.0,,c2c4,20.0,,a2a3,0.0,,1,14
d5e4,0.137,0.855,0.008,60.0,,e6e5,14.0,,d5e4,48.0,,f6e4,91.0,,1,15
d2e4,0.012,0.893,0.095,43.0,,d2e4,52.0,,d3e4,-36.0,,d3c4,-164.0,,1,16
h8h2,0.906,0.094,0.0,226.0,,b8c6,57.0,,d6e7,62.0,,f6e4,84.0,,1,17
e1e2,0.263,0.734,0.003,-92.0,,h1h2,296.0,,e4f6,160.0,,e1e2,-85.0,,1,18
h2h1,0.003,0.721,0.276,-95.0,,b8c6,-90.0,,h2h1,-52.0,,h2h5,-47.0,,1,19
d1h1,0.389,0.609,0.002,-114.0,,e4d6,-88.0,,d1h1,-104.0,,e4f6,-246.0,,1,20
b8c6,0.014,0.91,0.076,-34.0,,f6e4,-110.0,,d6f8,-54.0,,b8c6,0.0,,1,21
c1g5,0.73,0.27,0.0,-170.0,,h1h8,0.0,,c2c3,-56.0,,e4d6,-76.0,,1,22
e8e7,0.074,0.912,0.014,33.0,,c6d4,-179.0,,d6e7,-158.0,,e8d7,0.0,,1,23
h1h7,0.965,0.035,0.0,-256.0,,c2c3,42.0,,g5e3,-52.0,,e2e3,-77.0,,1,24
c6d4,0.0,0.004,0.996,-341.0,,c6d4,-313.0,,d6f4,-245.0,,d8h8,-132.0,,1,25
e2d2,1.0,0.0,0.0,-815.0,,e2e3,-313.0,,e2e1,-510.0,,e2d1,-527.0,,1,26
d8e8,1.0,0.0,0.0,814.0,,d6f4,-821.0,,d4f3,-426.0,,d4f5,-390.0,,1,27
h7g7,0.0,0.0,1.0,791.0,,h7g7,692.0,,e4d6,634.0,,e4f6,-196.0,,1,28
e8h8,1.0,0.0,0.0,1446.0,,d6f4,776.0,,d4f5,875.0,,d4f3,1012.0,,1,29
g5f6,0.0,0.0,1.0,1453.0,,g5f6,1461.0,,g7h8,1074.0,,g7f6,907.0,,1,30
e7d7,1.0,0.0,0.0,1461.0,,e7d7,1461.0,,e7e8,1959.0,,e7e8,1959.0,,1,31
g7h8,0.0,0.0,1.0,1085.0,,g7f7,1469.0,,g7h8,1130.0,,f6d4,921.0,,1,32
a8h8,1.0,0.0,0.0,1081.0,,a8h8,1146.0,,d6f4,1225.0,,d6b4,1416.0,,1,33
f6h8,0.0,0.0,1.0,1081.0,,f6h8,1161.0,,e4d6,1100.0,,f6d4,979.0,,1,34
e2e4,0.02,0.9,0.08,33.0,,e2e4,44.0,,d2d4,33.0,,g1f3,24.0,,2,0
e7e5,0.088,0.894,0.018,38.0,,c7c5,32.0,,e7e5,43.0,,e7e6,52.0,,2,1
g1f3,0.02,0.9,0.08,33.0,,g1f3,41.0,,f1e2,6.0,,b1c3,0.0,,2,2
b8c6,0.091,0.892,0.017,40.0,,b8c6,58.0,,g8f6,76.0,,d7d6,78.0,,2,3
f1c4,0.018,0.9,0.082,35.0,,f1b5,50.0,,f1c4,27.0,,b1c3,10.0,,2,4
g8f6,0.087,0.896,0.017,38.0,,f8c5,22.0,,g8f6,22.0,,d7d6,66.0,,2,5
b1c3,0.046,0.922,0.032,-8.0,,d2d3,27.0,,d2d4,10.0,,d1e2,-6.0,,2,6
f8c5,0.049,0.921,0.03,11.0,,f6e4,-40.0,,f8c5,19.0,,f8e7,39.0,,2,7
a2a3,0.041,0.924,0.035,-3.0,,d2d3,19.0,,a2a3,12.0,,h2h3,7.0,,2,8
c5f2,0.999,0.001,0.0,437.0,,d7d6,1.0,,a7a6,5.0,,a7a5,8.0,,2,9
e1f2,0.0,0.001,0.999,452.0,,e1f2,446.0,,e1f1,-240.0,,e1e2,-254.0,,2,10
c6d4,1.0,0.0,0.0,544.0,,f6e4,447.0,,c6d4,540.0,,e8g8,575.0,,2,11
d2d3,0.0,0.0,1.0,506.0,,h2h3,585.0,,d2d3,584.0,,h1f1,474.0,,2,12
f6g4,1.0,0.0,0.0,761.0,,c7c6,552.0,,e8g8,621.0,,b7b5,692.0,,2,13
f2f1,0.0,0.0,1.0,653.0,,f2g1,743.0,,f2e1,669.0,,f2f1,661.0,,2,14
d8f6,1.0,0.0,0.0,1012.0,,e8g8,652.0,,d7d6,685.0,,g4f6,685.0,,2,15
h2h3,0.0,0.0,1.0,958.0,,c3d5,1003.0,,h2h3,938.0,,f1e1,741.0,,2,16
d7d5,1.0,0.0,0.0,1043.0,,d4f3,930.0,,g4h2,959.0,,d7d6,976.0,,2,17
c3d5,0.0,0.0,1.0,1032.0,,c3d5,1058.0,,c4a2,869.0,,e4d5,861.0,,2,18
f6e6,1.0,0.0,0.0,1538.0,,f6d8,1048.0,,f6d6,1088.0,,d4f3,1092.0,,2,19
d5c7,0.0,0.0,1.0,1523.0,,d5c7,1492.0,,f3d4,1492.0,,h3g4,1126.0,,2,20
e2e4,0.02,0.9,0.08,33.0,,e2e4,44.0,,d2d4,33.0,,g1f3,24.0,,3,0
c7c6,0.08,0.9,0.02,33.0,,c7c5,32.0,,e7e5,43.0,,e7e6,52.0,,3,1
b1c3,0.021,0.903,0.076,31.0,,c2c4,57.0,,d2d4,48.0,,b1c3,38.0,,3,2
d7d5,0.076,0.904,0.02,31.0,,d7d5,34.0,,a7a6,66.0,,g7g6,84.0,,3,3
d1f3,0.086,0.896,0.018,-37.0,,g1f3,32.0,,d2d4,31.0,,e4e5,8.0,,3,4
d5e4,0.057,0.917,0.026,18.0,,d5d4,-22.0,,e7e5,-18.0,,g7g6,18.0,,3,5
c3e4,0.028,0.919,0.053,14.0,,c3e4,0.0,,f3e2,-17.0,,f3e4,-19.0,,3,6
b8d7,0.063,0.914,0.023,23.0,,g8f6,10.0,,c8e6,17.0,,b8d7,19.0,,3,7
f1c4,0.125,0.864,0.011,-56.0,,d2d4,30.0,,c2c3,11.0,,h2h3,0.0,,3,8
g8f6,0.034,0.925,0.041,-4.0,,d7e5,-48.0,,g8f6,17.0,,e7e6,38.0,,3,9
e4f6,0.05,0.923,0.027,-13.0,,c4b3,13.0,,f3e3,-9.0,,f3e2,-18.0,,3,10
d7f6,0.043,0.926,0.031,6.0,,e7f6,-27.0,,g7f6,-10.0,,d7f6,23.0,,3,11
f3g3,0.102,0.886,0.012,-46.0,,a2a3,15.0,,h2h3,13.0,,g1e2,8.0,,3,12
c8f5,0.076,0.907,0.017,33.0,,a7a5,-38.0,,e7e6,-27.0,,h7h6,-19.0,,3,13
d2d3,0.176,0.818,0.006,-73.0,,g3b3,0.0,,d2d3,-75.0,,c2c3,-118.0,,3,14
f5g6,0.011,0.885,0.104,-47.0,,e7e6,-86.0,,a7a5,-67.0,,h7h6,-67.0,,3,15
g1e2,0.136,0.856,0.008,-60.0,,h2h3,-46.0,,g1f3,-51.0,,a2a4,-52.0,,3,16
e7e6,0.008,0.849,0.143,-62.0,,e7e6,-58.0,,a7a6,-38.0,,a7a5,-25.0,,3,17
c1f4,0.227,0.769,0.004,-85.0,,g3f3,-56.0,,a2a4,-62.0,,c1f4,-62.0,,3,18
f6h5,0.016,0.915,0.069,-29.0,,f6h5,-50.0,,b7b5,-48.0,,f8b4,-43.0,,3,19
g3f3,0.472,0.527,0.001,-128.0,,g3h3,-48.0,,g3e3,-79.0,,g3f3,-88.0,,3,20
h5f4,0.001,0.52,0.479,-128.0,,h5f4,-108.0,,d8f6,-53.0,,h5f6,-16.0,,3,21
e2f4,0.617,0.382,0.001,-150.0,,e2f4,-99.0,,f3f4,-138.0,,e1g1,-936.0,,3,22
f8e7,0.103,0.887,0.01,47.0,,d8f6,-108.0,,f8d6,-65.0,,g6f5,-26.0,,3,23
c4e6,1.0,0.0,0.0,-552.0,,h2h4,1.0,,f4g6,-13.0,,c2c3,-17.0,,3,24
f7e6,0.0,0.0,1.0,-572.0,,f7e6,-586.0,,d8a5,-471.0,,e8g8,84.0,,3,25
f4e6,1.0,0.0,0.0,-632.0,,f4e6,-554.0,,f3e3,-700.0,,f4g6,-727.0,,3,26
d8a5,0.0,0.0,1.0,-459.0,,d8d6,-573.0,,d8a5,-522.0,,d8d7,-492.0,,3,27
c2c3,1.0,0.0,0.0,-705.0,,e1f1,-642.0,,e1d1,-656.0,,c2c3,-714.0,,3,28
a5e5,0.0,0.0,1.0,-684.0,,e8d7,-730.0,,a5e5,-716.0,,e7f6,-537.0,,3,29
f3e3,1.0,0.0,0.0,-708.0,,f3e3,-706.0,,f3e2,-792.0,,e1d2,-923.0,,3,30
e5e3,0.0,0.0,1.0,-665.0,,e5e3,-691.0,,e7d6,-615.0,,e5d6,-544.0,,3,31
f2e3,1.0,0.0,0.0,-680.0,,f2e3,-691.0,,e1f1,-1807.0,,e1d1,-1807.0,,3,32
e8d7,0.0,0.0,1.0,-668.0,,e8d7,-698.0,,e7d6,-612.0,,a8c8,-595.0,,3,33
e6f4,1.0,0.0,0.0,-725.0,,e6f4,-705.0,,e6d4,-709.0,,e6g7,-838.0,,3,34
e7d6,0.0,0.0,1.0,-523.0,,g6f7,-705.0,,g6f5,-654.0,,g6e8,-650.0,,3,35
f4g6,1.0,0.0,0.0,-533.0,,f4g6,-426.0,,e1d2,-610.0,,h1f1,-640.0,,3,36
h7g6,0.0,0.0,1.0,-504.0,,h7g6,-426.0,,h8e8,-103.0,,h8c8,570.0,,3,37
h2h3,1.0,0.0,0.0,-408.0,,h2h3,-425.0,,e1e2,-507.0,,d3d4,-528.0,,3,38
d6g3,0.0,0.002,0.998,-334.0,,g6g5,-500.0,,h8h4,-483.0,,d7e6,-471.0,,3,39
e1d2,0.999,0.001,0.0,-349.0,,e1e2,-374.0,,e1d2,-383.0,,e1d1,-628.0,,3,40
a8f8,0.0,0.0,1.0,-383.0,,a8f8,-397.0,,g3d6,-396.0,,g6g5,-393.0,,3,41
h1f1,1.0,0.0,0.0,-403.0,,a1f1,-391.0,,h1f1,-396.0,,d3d4,-519.0,,3,42
d7e7,0.0,0.001,0.999,-359.0,,f8f5,-414.0,,g6g5,-414.0,,f8f6,-407.0,,3,43
d3d4,0.999,0.001,0.0,-343.0,,d2e2,-350.0,,d3d4,-362.0,,a2a4,-373.0,,3,44
f8f1,0.0,0.006,0.994,-293.0,,f8f6,-345.0,,g6g5,-330.0,,g3c7,-326.0,,3,45
a1f1,0.998,0.002,0.0,-333.0,,a1f1,-306.0,,a1c1,-1176.0,,a1d1,-1187.0,,3,46
h8f8,0.0,0.08,0.92,-200.0,,g3d6,-295.0,,e7e6,-278.0,,h8h4,-253.0,,3,47
f1f8,0.953,0.047,0.0,-218.0,,f1f8,-206.0,,f1f3,-235.0,,d2e2,-245.0,,3,48
e7f8,0.0,0.071,0.929,-203.0,,e7f8,-213.0,,g3e1,782.0,,g6g5,881.0,,3,49
e3e4,0.929,0.071,0.0,-202.0,,a2a4,-211.0,,e3e4,-211.0,,d2d3,-211.0,,3,50
f8e7,0.0,0.121,0.879,-183.0,,f8f7,-212.0,,f8e7,-202.0,,g3h4,-202.0,,3,51
d2e3,0.944,0.056,0.0,-210.0,,d2d3,-192.0,,a2a4,-201.0,,d2e3,-233.0,,3,52
g6g5,0.0,0.124,0.876,-181.0,,e7d6,-237.0,,e7e6,-203.0,,g3h4,-195.0,,3,53
e3f3,0.941,0.059,0.0,-207.0,,e4e5,-156.0,,a2a4,-196.0,,e3d3,-201.0,,3,54
g3e1,0.0,0.098,0.902,-188.0,,g3f4,-228.0,,g3e1,-196.0,,g3h2,-196.0,,3,55
f3g4,1.0,0.0,0.0,-400.0,,f3e2,-177.0,,a2a4,-178.0,,f3e3,-228.0,,3,56
e1d2,0.0,0.0,1.0,-420.0,,e1d2,-396.0,,e7f6,-205.0,,e7f7,-204.0,,3,57
g4f5,1.0,0.0,0.0,-441.0,,g4f5,-384.0,,c3c4,-386.0,,d4d5,-420.0,,3,58
d2c1,0.0,0.0,1.0,-393.0,,b7b5,-412.0,,d2c1,-409.0,,e7f7,-365.0,,3,59
f5g6,1.0,0.0,0.0,-654.0,,b2b3,-442.0,,d4d5,-484.0,,b2b4,-500.0,,3,60
e7f8,0.0,0.001,0.999,-352.0,,c1b2,-623.0,,g5g4,-477.0,,b7b5,-429.0,,3,61
e4e5,1.0,0.0,0.0,-643.0,,b2b3,-371.0,,c3c4,-438.0,,d4d5,-444.0,,3,62
c1b2,0.0,0.0,1.0,-648.0,,c1b2,-607.0,,g5g4,-537.0,,b7b5,-450.0,,3,63
g6g5,1.0,0.0,0.0,-684.0,,c3c4,-648.0,,g6g5,-663.0,,g2g4,-684.0,,3,64
b2c3,0.0,0.0,1.0,-715.0,,b2c3,-669.0,,f8f7,-593.0,,a7a5,-569.0,,3,65
h3h4,1.0,0.0,0.0,-746.0,,h3h4,-684.0,,g5f5,-685.0,,g5f4,-685.0,,3,66
c3d4,0.0,0.0,1.0,-753.0,,b7b5,-692.0,,c3d4,-692.0,,a7a5,-646.0,,3,67
h4h5,1.0,0.0,0.0,-761.0,,g5f4,-707.0,,g5f5,-708.0,,h4h5,-711.0,,3,68
d4e5,0.0,0.0,1.0,-746.0,,c6c5,-730.0,,d4e5,-704.0,,b7b5,-700.0,,3,69
g2g4,1.0,0.0,0.0,-761.0,,g5f5,-718.0,,g2g4,-753.0,,g5g4,-761.0,,3,70
e5b2,0.0,0.0,1.0,-738.0,,b7b5,-775.0,,c6c5,-747.0,,e5b2,-723.0,,3,71
g5f5,1.0,0.0,0.0,-774.0,,a2a3,-815.0,,g5f4,-816.0,,g5f5,-823.0,,3,72
f8f7,0.0,0.0,1.0,-770.0,,b7b5,-814.0,,f8g8,-715.0,,c6c5,-698.0,,3,73
g4g5,1.0,0.0,0.0,-830.0,,f5f4,-837.0,,g4g5,-885.0,,a2a3,-936.0,,3,74
b2c1,0.0,0.0,1.0,-815.0,,g7g6,-885.0,,b7b5,-812.0,,b2c1,-745.0,,3,75
g5g6,1.0,0.0,0.0,-823.0,,f5g4,-836.0,,f5e4,-869.0,,a2a4,-875.0,,3,76
f7e7,0.0,0.0,1.0,-827.0,,f7e7,-895.0,,f7f8,-815.0,,f7e8,-738.0,,3,77
f5e5,1.0,0.0,0.0,-830.0,,f5e4,-905.0,,f5e5,-905.0,,f5g4,-910.0,,3,78
b7b5,0.0,0.0,1.0,-1015.0,,c1b2,-917.0,,c1a3,-900.0,,c1e3,-852.0,,3,79
e5d4,1.0,0.0,0.0,-1014.0,,e5f5,-974.0,,e5d4,-997.0,,h5h6,-1231.0,,3,80
e7d6,0.0,0.0,1.0,-1015.0,,c1a3,-1055.0,,a7a5,-893.0,,c1d2,-872.0,,3,81
d4c3,1.0,0.0,0.0,-1116.0,,a2a4,-1515.0,,d4d3,-1568.0,,d4e4,-1581.0,,3,82
c6c5,0.0,0.0,1.0,-1420.0,,a7a5,-1561.0,,c6c5,-1348.0,,d6d5,-937.0,,3,83
a2a3,1.0,0.0,0.0,-1434.0,,c3c2,-1438.0,,c3d3,-1687.0,,c3b3,-1713.0,,3,84
c1g5,0.0,0.0,1.0,-1461.0,,a7a5,-1835.0,,c1h6,-1813.0,,d6d5,-1713.0,,3,85
a3a4,1.0,0.0,0.0,-1507.0,,c3b2,-897.0,,a3a4,-2357.0,,c3d3,-2359.0,,3,86
b5a4,0.0,0.0,1.0,-6212.0,,b5b4,-2369.0,,d6c6,-1058.0,,b5a4,-1050.0,,3,87
c3b2,1.0,0.0,0.0,-6293.0,,c3c4,-2042.0,,c3b2,-2408.0,,c3d3,-2556.0,,3,88
d6d5,0.0,0.0,1.0,-6490.0,,c5c4,-2252.0,,d6c6,-2015.0,,g5h6,-1430.0,,3,89
b2a3,1.0,0.0,0.0,-6490.0,,b2c3,-2926.0,,b2b1,-2951.0,,b2a3,-6104.0,,3,90
d5d4,0.0,0.0,1.0,-6514.0,,c5c4,-2408.0,,g5h6,-2004.0,,d5d4,-1248.0,,3,91
a3a4,1.0,0.0,0.0,-6514.0,,a3a4,-994.0,,h5h6,-1096.0,,a3a2,-6488.0,,3,92
c5c4,0.0,0.0,1.0,-6523.0,,g5h6,-6488.0,,c5c4,-6302.0,,d4d3,-1187.0,,3,93
e2e4,0.02,0.9,0.08,33.0,,e2e4,44.0,,d2d4,33.0,,g1f3,24.0,,4,0
e7e6,0.093,0.89,0.017,41.0,,c7c5,32.0,,e7e5,43.0,,e7e6,52.0,,4,1
f2f4,0.05,0.918,0.032,-11.0,,d2d4,27.0,,b1c3,27.0,,g1f3,15.0,,4,2
d7d5,0.029,0.917,0.054,-14.0,,d7d5,-28.0,,c7c5,-19.0,,a7a6,5.0,,4,3
e4e5,0.054,0.918,0.028,-15.0,,b1c3,-20.0,,e4e5,-33.0,,d2d3,-35.0,,4,4
c7c5,0.019,0.902,0.079,-33.0,,c8d7,-34.0,,c7c5,-27.0,,g8h6,-26.0,,4,5
g1f3,0.093,0.892,0.015,-41.0,,c2c3,-29.0,,b1a3,-29.0,,g1f3,-30.0,,4,6
d8b6,0.023,0.915,0.062,-22.0,,c8d7,-32.0,,b8c6,-32.0,,d8b6,-32.0,,4,7
c2c3,0.057,0.918,0.025,-18.0,,c2c3,-18.0,,b1a3,-22.0,,f1e2,-29.0,,4,8
b8c6,0.022,0.915,0.063,-23.0,,c8d7,-34.0,,g8h6,-22.0,,b8c6,-17.0,,4,9
d2d3,0.114,0.875,0.011,-51.0,,a2a3,4.0,,f1e2,-26.0,,b1a3,-26.0,,4,10
c8d7,0.012,0.882,0.106,-48.0,,g8h6,-51.0,,c8d7,-50.0,,f8e7,-50.0,,4,11
f1e2,0.086,0.899,0.015,-38.0,,f1e2,-34.0,,b1a3,-34.0,,d1b3,-53.0,,4,12
g8h6,0.015,0.901,0.084,-37.0,,f8e7,-65.0,,g8h6,-50.0,,h7h5,-44.0,,4,13
e1g1,0.081,0.904,0.015,-36.0,,e1g1,-37.0,,b1a3,-49.0,,d1b3,-52.0,,4,14
h6f5,0.02,0.918,0.062,-24.0,,f8e7,-54.0,,h6f5,-29.0,,f7f6,-26.0,,4,15
g2g4,0.169,0.825,0.006,-70.0,,d1e1,-12.0,,b1a3,-26.0,,d1b3,-60.0,,4,16
f5h6,0.02,0.923,0.057,-21.0,,f5e7,-92.0,,f5h6,-38.0,,c5c4,58.0,,4,17
g1g2,0.951,0.049,0.0,-253.0,,h2h3,-28.0,,f3h4,-67.0,,f3e1,-135.0,,4,18
h6g4,0.0,0.049,0.951,-250.0,,h6g4,-240.0,,f7f6,-28.0,,f8e7,-23.0,,4,19
h2h3,0.995,0.005,0.0,-337.0,,a2a4,-277.0,,d1b3,-277.0,,d3d4,-279.0,,4,20
g4h6,0.0,0.005,0.995,-342.0,,g4h6,-333.0,,h7h5,-130.0,,g4f6,-9.0,,4,21
f3g5,1.0,0.0,0.0,-473.0,,b1a3,-325.0,,g2h2,-346.0,,a2a4,-355.0,,4,22
h6f5,0.0,0.001,0.999,-383.0,,f8e7,-485.0,,h6f5,-481.0,,a7a6,-381.0,,4,23
e2g4,0.999,0.001,0.0,-415.0,,e2h5,-451.0,,g2h2,-456.0,,f1g1,-456.0,,4,24
c6e7,0.0,0.002,0.998,-357.0,,f5h4,-467.0,,f8e7,-399.0,,c6e7,-361.0,,4,25
b1d2,1.0,0.0,0.0,-976.0,,a2a4,-375.0,,g2h2,-381.0,,b1a3,-403.0,,4,26
f5e3,0.0,0.0,1.0,-992.0,,f5e3,-976.0,,h7h6,-876.0,,f7f6,-746.0,,4,27
g2f3,1.0,0.0,0.0,-1269.0,,g2g1,-974.0,,g2h2,-976.0,,g2f2,-989.0,,4,28
e3d1,0.0,0.0,1.0,-1269.0,,e3d1,-1261.0,,e3f1,-840.0,,d5d4,-791.0,,4,29
f1d1,1.0,0.0,0.0,-1266.0,,f1d1,-1269.0,,g5h7,-1271.0,,f3e2,-1298.0,,4,30
h7h6,0.0,0.0,1.0,-1223.0,,h7h5,-1269.0,,h7h6,-1221.0,,c5c4,-1130.0,,4,31
g5f7,1.0,0.0,0.0,-1238.0,,g5e4,-1221.0,,g5f7,-1233.0,,h3h4,-1238.0,,4,32
e8f7,0.0,0.0,1.0,-1238.0,,e8f7,-1238.0,,d7a4,-867.0,,h8h7,-853.0,,4,33
d1f1,1.0,0.0,0.0,-1515.0,,f3g2,-1233.0,,f3f2,-1236.0,,h3h4,-1248.0,,4,34
h6h5,0.0,0.0,1.0,-1492.0,,h6h5,-1492.0,,b6a6,-1263.0,,c5c4,-1261.0,,4,35
g4e6,1.0,0.0,0.0,-1591.0,,f3g2,-1492.0,,f3g3,-1500.0,,f3f2,-1514.0,,4,36
d7e6,0.0,0.0,1.0,-1523.0,,b6e6,-1599.0,,d7e6,-1537.0,,f7e6,-1530.0,,4,37
f3g3,1.0,0.0,0.0,-1576.0,,f3g2,-1530.0,,f3g3,-1569.0,,f3f2,-1576.0,,4,38
e7f5,0.0,0.0,1.0,-1538.0,,e6f5,-1606.0,,b6a6,-1591.0,,f7g8,-1537.0,,4,39
g3g2,1.0,0.0,0.0,-1690.0,,g3h2,-1538.0,,g3f2,-1561.0,,g3g2,-1665.0,,4,40
f5e3,0.0,0.0,1.0,-1673.0,,f5e3,-1699.0,,e6d7,-1563.0,,f7g8,-1561.0,,4,41
g2f2,1.0,0.0,0.0,-1707.0,,g2f2,-1728.0,,g2h2,-1761.0,,g2g3,-1781.0,,4,42
e3f1,0.0,0.0,1.0,-1753.0,,e3f1,-1759.0,,e3c2,-1661.0,,c5c4,-1600.0,,4,43
f2f1,1.0,0.0,0.0,-2061.0,,d2f1,-1784.0,,f4f5,-1938.0,,d2f3,-1979.0,,4,44
e6h3,0.0,0.0,1.0,-2347.0,,e6h3,-2116.0,,e6f5,-1751.0,,b6a6,-1723.0,,4,45
e2e4,0.02,0.9,0.08,33.0,,e2e4,44.0,,d2d4,33.0,,g1f3,24.0,,5,0
b7b6,0.275,0.72,0.005,102.0,,c7c5,32.0,,e7e5,43.0,,e7e6,52.0,,5,1
f1c4,0.026,0.911,0.063,21.0,,d2d4,117.0,,b1c3,66.0,,g1f3,61.0,,5,2
c8b7,0.055,0.917,0.028,15.0,,c8b7,27.0,,e7e6,39.0,,c7c6,71.0,,5,3
d2d3,0.028,0.918,0.054,15.0,,d1e2,31.0,,g1f3,31.0,,b1c3,24.0,,5,4
g8h6,0.367,0.63,0.003,119.0,,e7e6,0.0,,g8f6,25.0,,c7c5,30.0,,5,5
c1h6,0.005,0.741,0.254,95.0,,g1f3,133.0,,b1c3,91.0,,d1e2,86.0,,5,6
g7h6,0.239,0.756,0.005,91.0,,g7h6,89.0,,d7d5,354.0,,b6b5,368.0,,5,7
d1f3,0.022,0.914,0.064,24.0,,b1d2,99.0,,g1f3,89.0,,c2c3,88.0,,5,8
e7e6,0.052,0.921,0.027,14.0,,e7e6,24.0,,d7d5,345.0,,d8c8,569.0,,5,9
g1h3,0.485,0.513,0.002,-137.0,,c2c3,14.0,,g1e2,10.0,,b1c3,-9.0,,5,10
f8g7,0.037,0.927,0.036,0.0,,b8c6,-117.0,,f8g7,1.0,,h8g8,6.0,,5,11
c2c3,0.032,0.927,0.041,5.0,,c2c3,-25.0,,b1c3,-87.0,,d3d4,-133.0,,5,12
