move,win,draw,lose,centipawns,moves_to_force_mate,best_line_1_move,best_line_1_centipawns,best_line_1_moves_to_force_mate,best_line_2_move,best_line_2_centipawns,best_line_2_moves_to_force_mate,best_line_3_move,best_line_3_centipawns,best_line_3_moves_to_force_mate,game_id,move_number
e2e4,0.003,0.682,0.315,108.0,,e2e4,116.0,,g1f3,100.0,,h2h3,95.0,,16225,6
f8g7,0.371,0.626,0.003,119.0,,f8g7,106.0,,g8f6,113.0,,e7e5,143.0,,16225,7
c1e3,0.009,0.839,0.152,66.0,,g1f3,109.0,,h2h3,100.0,,f1e2,99.0,,16225,8
g8f6,0.19,0.804,0.006,77.0,,g8f6,85.0,,b8a6,115.0,,b8d7,119.0,,16225,9
f1d3,0.222,0.773,0.005,-86.0,,g1f3,96.0,,h2h3,92.0,,f1e2,85.0,,16225,10
e8g8,0.157,0.835,0.008,67.0,,f6g4,-77.0,,c6c5,54.0,,e7e5,76.0,,16225,11
h2h3,0.011,0.88,0.109,50.0,,f2f3,72.0,,h2h3,67.0,,g1f3,58.0,,16225,12
e7e5,0.24,0.756,0.004,89.0,,e7e5,73.0,,b8d7,85.0,,b8a6,115.0,,16225,13
d4d5,0.006,0.809,0.185,75.0,,d4d5,84.0,,g1e2,61.0,,g1f3,46.0,,16225,14
c6d5,0.279,0.718,0.003,97.0,,b7b5,39.0,,f6d7,57.0,,b8a6,68.0,,16225,15
c4d5,0.008,0.851,0.141,62.0,,c4d5,70.0,,c3d5,-2.0,,e4d5,-44.0,,16225,16
f6e8,0.241,0.755,0.004,88.0,,f6e8,68.0,,b8a6,87.0,,b8d7,88.0,,16225,17
g1e2,0.005,0.786,0.209,80.0,,g1e2,86.0,,g1f3,66.0,,b2b4,66.0,,16225,18
f7f5,0.492,0.507,0.001,132.0,,b8d7,83.0,,b8a6,84.0,,a7a6,90.0,,16225,19
e4f5,0.001,0.53,0.469,127.0,,e4f5,146.0,,f2f3,53.0,,e2c1,-14.0,,16225,20
g6f5,0.525,0.474,0.001,136.0,,g6f5,122.0,,c8f5,157.0,,f8f5,424.0,,16225,21
e1g1,0.035,0.934,0.031,-2.0,,f2f4,134.0,,f2f3,85.0,,a1c1,-4.0,,16225,22
f5f4,0.024,0.933,0.043,-11.0,,f5f4,-32.0,,c8d7,139.0,,b8a6,140.0,,16225,23
e3d2,0.041,0.934,0.025,-9.0,,e3d2,-11.0,,e3c1,-69.0,,d1c2,-87.0,,16225,24
c8f5,0.401,0.597,0.002,114.0,,e8f6,-25.0,,d8h4,-23.0,,b8d7,-16.0,,16225,25
d3f5,0.003,0.743,0.254,88.0,,d3f5,111.0,,d2e1,31.0,,c3e4,24.0,,16225,26
f8f5,0.302,0.696,0.002,97.0,,f8f5,79.0,,g8h8,831.0,,b8a6,853.0,,16225,27
a1c1,0.003,0.728,0.269,90.0,,a1c1,114.0,,c3e4,92.0,,f1e1,75.0,,16225,28
b8d7,0.207,0.789,0.004,77.0,,b8d7,84.0,,e8f6,94.0,,b8a6,99.0,,16225,29
c3e4,0.004,0.792,0.204,76.0,,c3e4,102.0,,g1h2,86.0,,f2f3,78.0,,16225,30
d7f6,0.279,0.719,0.002,91.0,,d7f6,88.0,,f5f7,106.0,,f5f8,108.0,,16225,31
e2c3,0.002,0.639,0.359,104.0,,e2c3,100.0,,d1a4,64.0,,d1c2,40.0,,16225,32
f6d5,1.0,0.0,0.0,876.0,,f5h5,67.0,,f6e4,83.0,,d8b6,126.0,,16225,33
c3d5,0.0,0.0,1.0,912.0,,c3d5,921.0,,d1b3,915.0,,d2e1,54.0,,16225,34
d8h4,1.0,0.0,0.0,949.0,,e8f6,912.0,,f4f3,913.0,,g8h8,917.0,,16225,35
d1f3,0.0,0.0,1.0,941.0,,d1f3,961.0,,f2f3,953.0,,d1b3,951.0,,16225,36
e8f6,1.0,0.0,0.0,1407.0,,g8h8,925.0,,f5f7,938.0,,a8d8,946.0,,16225,37
d5e7,0.0,0.0,1.0,1492.0,,d5e7,1453.0,,e4d6,1245.0,,d5f6,938.0,,16225,38
g8h8,1.0,0.0,0.0,1530.0,,g8h8,1537.0,,g8f8,1574.0,,g8f7,2538.0,,16225,39
e7f5,0.0,0.0,1.0,1202.0,,e4d6,1568.0,,e7f5,1311.0,,f1e1,1038.0,,16225,40
e2e4,0.02,0.9,0.08,33.0,,e2e4,44.0,,d2d4,33.0,,g1f3,24.0,,16231,0
c7c5,0.069,0.907,0.024,25.0,,c7c5,32.0,,e7e5,43.0,,e7e6,52.0,,16231,1
d2d4,0.024,0.911,0.065,23.0,,g1f3,43.0,,b1c3,38.0,,c2c3,29.0,,16231,2
c5d4,0.065,0.911,0.024,24.0,,c5d4,20.0,,e7e6,94.0,,a7a6,130.0,,16231,3
g1f3,0.021,0.907,0.072,28.0,,g1f3,42.0,,d1d4,0.0,,c2c3,-41.0,,16231,4
e7e6,0.097,0.888,0.015,43.0,,e7e5,25.0,,b8c6,30.0,,a7a6,33.0,,16231,5
c2c3,0.068,0.911,0.021,-26.0,,f3d4,56.0,,d1d4,22.0,,a2a3,12.0,,16231,6
b8c6,0.105,0.882,0.013,48.0,,d4c3,-14.0,,b8c6,58.0,,d8a5,60.0,,16231,7
c3d4,0.011,0.871,0.118,53.0,,c3d4,30.0,,f3d4,20.0,,f1c4,-31.0,,16231,8
d7d5,0.124,0.866,0.01,56.0,,d7d5,52.0,,g8f6,74.0,,f8b4,121.0,,16231,9
e4d5,0.026,0.921,0.053,15.0,,e4e5,50.0,,e4d5,23.0,,f1d3,12.0,,16231,10
e6d5,0.069,0.912,0.019,28.0,,e6d5,36.0,,f8b4,38.0,,d8d5,62.0,,16231,11
f1d3,0.027,0.925,0.048,12.0,,b1c3,24.0,,f1d3,15.0,,h2h3,14.0,,16231,12
g8f6,0.083,0.902,0.015,37.0,,f8d6,8.0,,f8b4,10.0,,h7h6,17.0,,16231,13
e1g1,0.016,0.906,0.078,34.0,,b1c3,30.0,,e1g1,26.0,,h2h3,14.0,,16231,14
f8e7,0.18,0.814,0.006,74.0,,f8d6,34.0,,c8g4,40.0,,c8e6,44.0,,16231,15
h2h3,0.01,0.88,0.11,50.0,,h2h3,58.0,,c1e3,33.0,,b1c3,32.0,,16231,16
e8g8,0.191,0.804,0.005,76.0,,c8e6,59.0,,h7h6,59.0,,e8g8,60.0,,16231,17
b1c3,0.006,0.815,0.179,73.0,,b1c3,60.0,,f1e1,40.0,,c1f4,26.0,,16231,18
c8e6,0.144,0.849,0.007,62.0,,c8e6,45.0,,h7h6,51.0,,f8e8,63.0,,16231,19
f3g5,0.038,0.932,0.03,-4.0,,c1f4,55.0,,f1e1,44.0,,a2a3,44.0,,16231,20
h7h6,0.187,0.808,0.005,74.0,,c6d4,0.0,,e7d6,42.0,,e6c8,49.0,,16231,21
g5e6,0.007,0.847,0.146,62.0,,g5e6,69.0,,g5f3,-14.0,,h3h4,-327.0,,16231,22
f7e6,0.168,0.826,0.006,69.0,,f7e6,75.0,,d8b6,842.0,,d8a5,861.0,,16231,23
c1f4,0.13,0.863,0.007,-57.0,,c1e3,86.0,,c3e2,32.0,,f1e1,24.0,,16231,24
